state,sex,age_group,death_month,all_cause_deaths
Brazil,Male,70-74,4,7469
Brazil,Male,75-79,4,7155
Brazil,Male,80-84,4,6634
Brazil,Male,85-89,4,4826
Brazil,Male,90+,4,4033
Brazil,Male,0,5,1515
Brazil,Male,1-4,5,229
Brazil,Male,5-9,5,130
Brazil,Male,10-14,5,191
Brazil,Male,15-19,5,1038
Brazil,Male,20-24,5,1779
Brazil,Male,25-29,5,1701
Brazil,Male,30-34,5,1988
Brazil,Male,35-39,5,2505
Brazil,Male,40-44,5,3000
Brazil,Male,45-49,5,3756
Brazil,Male,50-54,5,5137
Brazil,Male,55-59,5,6723
Brazil,Male,60-64,5,8196
Brazil,Male,65-69,5,9565
Brazil,Male,70-74,5,9966
Brazil,Male,75-79,5,9379
Brazil,Male,80-84,5,8872
Brazil,Male,85-89,5,6288
Brazil,Male,90+,5,5456
Brazil,Male,0,6,1329
Brazil,Male,1-4,6,163
Brazil,Male,5-9,6,132
Brazil,Male,10-14,6,174
Brazil,Male,15-19,6,998
Brazil,Male,20-24,6,1656
Brazil,Male,25-29,6,1649
Brazil,Male,30-34,6,1784
Brazil,Male,35-39,6,2133
Brazil,Male,40-44,6,2864
Brazil,Male,45-49,6,3424
Brazil,Male,50-54,6,4681
Brazil,Male,55-59,6,5879
Brazil,Male,60-64,6,7373
Brazil,Male,65-69,6,8482
Brazil,Male,70-74,6,8831
Brazil,Male,75-79,6,8589
Brazil,Male,80-84,6,8189
Brazil,Male,85-89,6,5896
Brazil,Male,90+,6,5114
Brazil,Male,0,7,1374
Brazil,Male,1-4,7,180
Brazil,Male,5-9,7,124
Brazil,Male,10-14,7,209
Brazil,Male,15-19,7,950
Brazil,Male,20-24,7,1687
Brazil,Male,25-29,7,1581
Brazil,Male,30-34,7,1776
Brazil,Male,35-39,7,2281
Brazil,Male,40-44,7,2887
Brazil,Male,45-49,7,3403
Brazil,Male,50-54,7,4729
Brazil,Male,55-59,7,6269
Brazil,Male,60-64,7,7713
Brazil,Male,65-69,7,8852
Brazil,Male,70-74,7,9066
Brazil,Male,75-79,7,8889
Brazil,Male,80-84,7,8374
Brazil,Male,85-89,7,6088
Brazil,Male,90+,7,5176
Brazil,Male,0,8,1405
Brazil,Male,1-4,8,189
Brazil,Male,5-9,8,136
Brazil,Male,10-14,8,177
Brazil,Male,15-19,8,1037
Brazil,Male,20-24,8,1728
Brazil,Male,25-29,8,1587
Brazil,Male,30-34,8,1812
Brazil,Male,35-39,8,2231
Brazil,Male,40-44,8,2706
Brazil,Male,45-49,8,3408
Brazil,Male,50-54,8,4574
Brazil,Male,55-59,8,6010
Brazil,Male,60-64,8,7416
Brazil,Male,65-69,8,8356
Brazil,Male,70-74,8,8732
Brazil,Male,75-79,8,8548
Brazil,Male,80-84,8,8140
Brazil,Male,85-89,8,6018
Brazil,Male,90+,8,5121
Brazil,Male,0,9,1273
Brazil,Male,1-4,9,189
Brazil,Male,5-9,9,106
Brazil,Male,10-14,9,187
Brazil,Male,15-19,9,1009
Brazil,Male,20-24,9,1778
Brazil,Male,25-29,9,1656
Brazil,Male,30-34,9,1732
Brazil,Male,35-39,9,2064
Brazil,Male,40-44,9,2455
Brazil,Male,45-49,9,3026
Brazil,Male,50-54,9,4039
Brazil,Male,55-59,9,5339
Brazil,Male,60-64,9,6461
Brazil,Male,65-69,9,7330
Brazil,Male,70-74,9,7655
Brazil,Male,75-79,9,7202
Brazil,Male,80-84,9,6959
Brazil,Male,85-89,9,5188
Brazil,Male,90+,9,4525
Brazil,Male,0,10,1429
Brazil,Male,1-4,10,205
Brazil,Male,5-9,10,130
Brazil,Male,10-14,10,180
Brazil,Male,15-19,10,1185
Brazil,Male,20-24,10,1834
Brazil,Male,25-29,10,1813
Brazil,Male,30-34,10,1876
Brazil,Male,35-39,10,2123
Brazil,Male,40-44,10,2453
Brazil,Male,45-49,10,3093
Brazil,Male,50-54,10,4057
Brazil,Male,55-59,10,5150
Brazil,Male,60-64,10,6485
Brazil,Male,65-69,10,7156
Brazil,Male,70-74,10,7491
Brazil,Male,75-79,10,7295
Brazil,Male,80-84,10,6945
Brazil,Male,85-89,10,5057
Brazil,Male,90+,10,4358
Brazil,Male,0,11,1307
Brazil,Male,1-4,11,185
Brazil,Male,5-9,11,111
Brazil,Male,10-14,11,189
Brazil,Male,15-19,11,1033
Brazil,Male,20-24,11,1763
Brazil,Male,25-29,11,1710
Brazil,Male,30-34,11,1772
Brazil,Male,35-39,11,2106
Brazil,Male,40-44,11,2442
Brazil,Male,45-49,11,2875
Brazil,Male,50-54,11,3747
Brazil,Male,55-59,11,5065
Brazil,Male,60-64,11,6167
Brazil,Male,65-69,11,6879
Brazil,Male,70-74,11,7281
Brazil,Male,75-79,11,6881
Brazil,Male,80-84,11,6386
Brazil,Male,85-89,11,4807
Brazil,Male,90+,11,4001
Brazil,Male,0,12,1468
Brazil,Male,1-4,12,206
Brazil,Male,5-9,12,114
Brazil,Male,10-14,12,186
Brazil,Male,15-19,12,1057
Brazil,Male,20-24,12,1825
Brazil,Male,25-29,12,1697
Brazil,Male,30-34,12,1922
Brazil,Male,35-39,12,2294
Brazil,Male,40-44,12,2753
Brazil,Male,45-49,12,3325
Brazil,Male,50-54,12,4423
Brazil,Male,55-59,12,5557
Brazil,Male,60-64,12,7017
Brazil,Male,65-69,12,8269
Brazil,Male,70-74,12,8506
Brazil,Male,75-79,12,7879
Brazil,Male,80-84,12,7500
Brazil,Male,85-89,12,5442
Brazil,Male,90+,12,4503
RO,Total,0,1,21
RO,Total,1-4,1,4
RO,Total,5-9,1,2
RO,Total,10-14,1,4
RO,Total,15-19,1,8
RO,Total,20-24,1,14
RO,Total,25-29,1,20
RO,Total,30-34,1,19
RO,Total,35-39,1,25
RO,Total,40-44,1,29
RO,Total,45-49,1,21
RO,Total,50-54,1,36
RO,Total,55-59,1,45
RO,Total,60-64,1,47
RO,Total,65-69,1,71
RO,Total,70-74,1,63
RO,Total,75-79,1,70
RO,Total,80-84,1,76
RO,Total,85-89,1,54
RO,Total,90+,1,43
RO,Total,0,2,28
RO,Total,1-4,2,5
RO,Total,5-9,2,1
RO,Total,10-14,2,3
RO,Total,15-19,2,9
RO,Total,20-24,2,15
RO,Total,25-29,2,15
RO,Total,30-34,2,21
RO,Total,35-39,2,26
RO,Total,40-44,2,29
RO,Total,45-49,2,27
RO,Total,50-54,2,29
RO,Total,55-59,2,49
RO,Total,60-64,2,52
RO,Total,65-69,2,61
RO,Total,70-74,2,57
RO,Total,75-79,2,58
RO,Total,80-84,2,57
RO,Total,85-89,2,47
RO,Total,90+,2,43
RO,Total,0,3,33
RO,Total,1-4,3,4
RO,Total,5-9,3,1
RO,Total,10-14,3,4
RO,Total,15-19,3,6
RO,Total,20-24,3,14
RO,Total,25-29,3,17
RO,Total,30-34,3,18
RO,Total,35-39,3,28
RO,Total,40-44,3,23
RO,Total,45-49,3,40
RO,Total,50-54,3,45
RO,Total,55-59,3,52
RO,Total,60-64,3,55
RO,Total,65-69,3,64
RO,Total,70-74,3,75
RO,Total,75-79,3,83
RO,Total,80-84,3,62
RO,Total,85-89,3,68
RO,Total,90+,3,52
RO,Total,0,4,20
RO,Total,1-4,4,5
RO,Total,5-9,4,2
RO,Total,10-14,4,6
RO,Total,15-19,4,14
RO,Total,20-24,4,13
RO,Total,25-29,4,21
RO,Total,30-34,4,24
RO,Total,35-39,4,22
RO,Total,40-44,4,24
RO,Total,45-49,4,21
RO,Total,50-54,4,44
RO,Total,55-59,4,61
RO,Total,60-64,4,59
RO,Total,65-69,4,70
RO,Total,70-74,4,65
RO,Total,75-79,4,66
RO,Total,80-84,4,68
RO,Total,85-89,4,47
RO,Total,90+,4,39
RO,Total,0,5,27
RO,Total,1-4,5,4
RO,Total,5-9,5,3
RO,Total,10-14,5,4
RO,Total,15-19,5,6
RO,Total,20-24,5,14
RO,Total,25-29,5,17
RO,Total,30-34,5,30
RO,Total,35-39,5,26
RO,Total,40-44,5,41
RO,Total,45-49,5,58
RO,Total,50-54,5,50
RO,Total,55-59,5,65
RO,Total,60-64,5,80
RO,Total,65-69,5,93
RO,Total,70-74,5,102
RO,Total,75-79,5,83
RO,Total,80-84,5,74
RO,Total,85-89,5,55
RO,Total,90+,5,49
RO,Total,0,6,27
RO,Total,1-4,6,5
RO,Total,5-9,6,3
RO,Total,10-14,6,5
RO,Total,15-19,6,16
RO,Total,20-24,6,20
RO,Total,25-29,6,26
RO,Total,30-34,6,22
RO,Total,35-39,6,33
RO,Total,40-44,6,45
RO,Total,45-49,6,50
RO,Total,50-54,6,79
RO,Total,55-59,6,77
RO,Total,60-64,6,102
RO,Total,65-69,6,111
RO,Total,70-74,6,136
RO,Total,75-79,6,106
RO,Total,80-84,6,93
RO,Total,85-89,6,74
RO,Total,90+,6,67
RO,Total,0,7,22
RO,Total,1-4,7,4
RO,Total,5-9,7,3
RO,Total,10-14,7,3
RO,Total,15-19,7,8
RO,Total,20-24,7,22
RO,Total,25-29,7,15
RO,Total,30-34,7,26
RO,Total,35-39,7,43
RO,Total,40-44,7,39
RO,Total,45-49,7,59
RO,Total,50-54,7,69
RO,Total,55-59,7,76
RO,Total,60-64,7,103
RO,Total,65-69,7,112
RO,Total,70-74,7,108
RO,Total,75-79,7,97
RO,Total,80-84,7,93
RO,Total,85-89,7,61
RO,Total,90+,7,52
RO,Total,0,8,30
RO,Total,1-4,8,2
RO,Total,5-9,8,5
RO,Total,10-14,8,2
RO,Total,15-19,8,16
RO,Total,20-24,8,21
RO,Total,25-29,8,24
RO,Total,30-34,8,26
RO,Total,35-39,8,27
RO,Total,40-44,8,35
RO,Total,45-49,8,57
RO,Total,50-54,8,63
RO,Total,55-59,8,76
RO,Total,60-64,8,94
RO,Total,65-69,8,88
RO,Total,70-74,8,106
RO,Total,75-79,8,108
RO,Total,80-84,8,100
RO,Total,85-89,8,62
RO,Total,90+,8,74
RO,Total,0,9,25
RO,Total,1-4,9,7
RO,Total,5-9,9,3
RO,Total,10-14,9,6
RO,Total,15-19,9,9
RO,Total,20-24,9,26
RO,Total,25-29,9,14
RO,Total,30-34,9,12
RO,Total,35-39,9,30
RO,Total,40-44,9,36
RO,Total,45-49,9,43
RO,Total,50-54,9,59
RO,Total,55-59,9,68
RO,Total,60-64,9,71
RO,Total,65-69,9,92
RO,Total,70-74,9,83
RO,Total,75-79,9,84
RO,Total,80-84,9,82
RO,Total,85-89,9,72
RO,Total,90+,9,73
RO,Total,0,10,34
RO,Total,1-4,10,3
RO,Total,5-9,10,3
RO,Total,10-14,10,5
RO,Total,15-19,10,21
RO,Total,20-24,10,21
RO,Total,25-29,10,19
RO,Total,30-34,10,35
RO,Total,35-39,10,35
RO,Total,40-44,10,23
RO,Total,45-49,10,42
RO,Total,50-54,10,58
RO,Total,55-59,10,54
RO,Total,60-64,10,75
RO,Total,65-69,10,85
RO,Total,70-74,10,76
RO,Total,75-79,10,77
RO,Total,80-84,10,80
RO,Total,85-89,10,56
RO,Total,90+,10,47
RO,Total,0,11,30
RO,Total,1-4,11,1
RO,Total,5-9,11,2
RO,Total,10-14,11,4
RO,Total,15-19,11,10
RO,Total,20-24,11,18
RO,Total,25-29,11,11
RO,Total,30-34,11,22
RO,Total,35-39,11,29
RO,Total,40-44,11,32
RO,Total,45-49,11,41
RO,Total,50-54,11,48
RO,Total,55-59,11,55
RO,Total,60-64,11,70
RO,Total,65-69,11,66
RO,Total,70-74,11,82
RO,Total,75-79,11,72
RO,Total,80-84,11,67
RO,Total,85-89,11,47
RO,Total,90+,11,43
RO,Total,0,12,33
RO,Total,1-4,12,1
RO,Total,5-9,12,1
RO,Total,10-14,12,4
RO,Total,15-19,12,11
RO,Total,20-24,12,11
RO,Total,25-29,12,20
RO,Total,30-34,12,30
RO,Total,35-39,12,28
RO,Total,40-44,12,39
RO,Total,45-49,12,56
RO,Total,50-54,12,60
RO,Total,55-59,12,70
RO,Total,60-64,12,86
RO,Total,65-69,12,101
RO,Total,70-74,12,115
RO,Total,75-79,12,108
RO,Total,80-84,12,93
RO,Total,85-89,12,59
RO,Total,90+,12,38
AC,Total,0,1,28
AC,Total,1-4,1,3
AC,Total,5-9,1,1
AC,Total,10-14,1,4
AC,Total,15-19,1,17
AC,Total,20-24,1,16
AC,Total,25-29,1,10
AC,Total,30-34,1,13
AC,Total,35-39,1,11
AC,Total,40-44,1,8
AC,Total,45-49,1,18
AC,Total,50-54,1,16
AC,Total,55-59,1,22
AC,Total,60-64,1,24
AC,Total,65-69,1,29
AC,Total,70-74,1,25
AC,Total,75-79,1,26
AC,Total,80-84,1,34
AC,Total,85-89,1,32
AC,Total,90+,1,26
AC,Total,0,2,23
AC,Total,1-4,2,2
AC,Total,5-9,2,3
AC,Total,15-19,2,12
AC,Total,20-24,2,11
AC,Total,25-29,2,10
AC,Total,30-34,2,5
AC,Total,35-39,2,11
AC,Total,40-44,2,9
AC,Total,45-49,2,11
AC,Total,50-54,2,19
AC,Total,55-59,2,27
AC,Total,60-64,2,27
AC,Total,65-69,2,26
AC,Total,70-74,2,29
AC,Total,75-79,2,35
AC,Total,80-84,2,22
AC,Total,85-89,2,22
AC,Total,90+,2,25
AC,Total,0,3,24
AC,Total,1-4,3,5
AC,Total,5-9,3,5
AC,Total,10-14,3,4
AC,Total,15-19,3,10
AC,Total,20-24,3,13
AC,Total,25-29,3,8
AC,Total,30-34,3,10
AC,Total,35-39,3,11
AC,Total,40-44,3,9
AC,Total,45-49,3,14
AC,Total,50-54,3,14
AC,Total,55-59,3,25
AC,Total,60-64,3,32
AC,Total,65-69,3,32
AC,Total,70-74,3,31
AC,Total,75-79,3,29
AC,Total,80-84,3,31
AC,Total,85-89,3,32
AC,Total,90+,3,20
AC,Total,0,4,16
AC,Total,1-4,4,5
AC,Total,5-9,4,4
AC,Total,10-14,4,4
AC,Total,15-19,4,10
AC,Total,20-24,4,12
AC,Total,25-29,4,9
AC,Total,30-34,4,14
AC,Total,35-39,4,15
AC,Total,40-44,4,16
AC,Total,45-49,4,20
AC,Total,50-54,4,20
AC,Total,55-59,4,19
AC,Total,60-64,4,24
AC,Total,65-69,4,27
AC,Total,70-74,4,30
AC,Total,75-79,4,32
AC,Total,80-84,4,29
AC,Total,85-89,4,28
AC,Total,90+,4,20
AC,Total,0,5,10
AC,Total,1-4,5,4
AC,Total,5-9,5,3
AC,Total,10-14,5,2
AC,Total,15-19,5,8
AC,Total,20-24,5,9
AC,Total,25-29,5,7
AC,Total,30-34,5,19
AC,Total,35-39,5,29
AC,Total,40-44,5,15
AC,Total,45-49,5,28
AC,Total,50-54,5,31
AC,Total,55-59,5,30
AC,Total,60-64,5,49
AC,Total,65-69,5,57
AC,Total,70-74,5,55
AC,Total,75-79,5,66
AC,Total,80-84,5,59
AC,Total,85-89,5,33
AC,Total,90+,5,36
AC,Total,0,6,19
AC,Total,1-4,6,6
AC,Total,5-9,6,3
AC,Total,10-14,6,2
AC,Total,15-19,6,6
AC,Total,20-24,6,8
AC,Total,25-29,6,12
AC,Total,30-34,6,11
AC,Total,35-39,6,12
AC,Total,40-44,6,23
AC,Total,45-49,6,31
AC,Total,50-54,6,39
AC,Total,55-59,6,31
AC,Total,60-64,6,50
AC,Total,65-69,6,50
AC,Total,70-74,6,59
AC,Total,75-79,6,62
AC,Total,80-84,6,48
AC,Total,85-89,6,33
AC,Total,90+,6,40
AC,Total,0,7,20
AC,Total,1-4,7,3
AC,Total,5-9,7,3
AC,Total,10-14,7,3
AC,Total,15-19,7,7
AC,Total,20-24,7,9
AC,Total,25-29,7,5
AC,Total,30-34,7,8
AC,Total,35-39,7,29
AC,Total,40-44,7,29
AC,Total,45-49,7,20
AC,Total,50-54,7,20
AC,Total,55-59,7,39
AC,Total,60-64,7,46
AC,Total,65-69,7,34
AC,Total,70-74,7,29
AC,Total,75-79,7,38
AC,Total,80-84,7,44
AC,Total,85-89,7,26
AC,Total,90+,7,33
AC,Total,0,8,18
AC,Total,1-4,8,3
AC,Total,5-9,8,3
AC,Total,10-14,8,3
AC,Total,15-19,8,12
AC,Total,20-24,8,10
AC,Total,25-29,8,18
AC,Total,30-34,8,15
AC,Total,35-39,8,13
AC,Total,40-44,8,16
AC,Total,45-49,8,17
AC,Total,50-54,8,23
AC,Total,55-59,8,17
AC,Total,60-64,8,42
AC,Total,65-69,8,39
AC,Total,70-74,8,36
AC,Total,75-79,8,33
AC,Total,80-84,8,32
AC,Total,85-89,8,20
AC,Total,90+,8,27
AC,Total,0,9,26
AC,Total,1-4,9,3
AC,Total,10-14,9,4
AC,Total,15-19,9,11
AC,Total,20-24,9,11
AC,Total,25-29,9,15
AC,Total,30-34,9,10
AC,Total,35-39,9,9
AC,Total,40-44,9,13
AC,Total,45-49,9,9
AC,Total,50-54,9,16
AC,Total,55-59,9,14
AC,Total,60-64,9,26
AC,Total,65-69,9,35
AC,Total,70-74,9,27
AC,Total,75-79,9,20
AC,Total,80-84,9,35
AC,Total,85-89,9,29
AC,Total,90+,9,21
AC,Total,0,10,16
AC,Total,1-4,10,2
AC,Total,5-9,10,1
AC,Total,10-14,10,2
AC,Total,15-19,10,12
AC,Total,20-24,10,9
AC,Total,25-29,10,13
AC,Total,30-34,10,9
AC,Total,35-39,10,15
AC,Total,40-44,10,7
AC,Total,45-49,10,15
AC,Total,50-54,10,8
AC,Total,55-59,10,24
AC,Total,60-64,10,25
AC,Total,65-69,10,29
AC,Total,70-74,10,35
AC,Total,75-79,10,32
AC,Total,80-84,10,24
AC,Total,85-89,10,28
AC,Total,90+,10,27
AC,Total,0,11,20
AC,Total,1-4,11,2
AC,Total,5-9,11,2
AC,Total,10-14,11,3
AC,Total,15-19,11,9
AC,Total,20-24,11,14
AC,Total,25-29,11,9
AC,Total,30-34,11,15
AC,Total,35-39,11,16
AC,Total,40-44,11,8
AC,Total,45-49,11,19
AC,Total,50-54,11,21
AC,Total,55-59,11,19
AC,Total,60-64,11,29
AC,Total,65-69,11,25
AC,Total,70-74,11,33
AC,Total,75-79,11,41
AC,Total,80-84,11,29
AC,Total,85-89,11,22
AC,Total,90+,11,22
AC,Total,0,12,25
AC,Total,1-4,12,3
AC,Total,5-9,12,2
AC,Total,10-14,12,2
AC,Total,15-19,12,9
AC,Total,20-24,12,8
AC,Total,25-29,12,10
AC,Total,30-34,12,14
AC,Total,35-39,12,17
AC,Total,40-44,12,23
AC,Total,45-49,12,21
AC,Total,50-54,12,22
AC,Total,55-59,12,23
AC,Total,60-64,12,35
AC,Total,65-69,12,48
AC,Total,70-74,12,38
AC,Total,75-79,12,45
AC,Total,80-84,12,31
AC,Total,85-89,12,29
AC,Total,90+,12,26
AM,Total,0,1,84
AM,Total,1-4,1,21
AM,Total,5-9,1,11
AM,Total,10-14,1,18
AM,Total,15-19,1,55
AM,Total,20-24,1,71
AM,Total,25-29,1,72
AM,Total,30-34,1,72
AM,Total,35-39,1,64
AM,Total,40-44,1,59
AM,Total,45-49,1,70
AM,Total,50-54,1,71
AM,Total,55-59,1,96
AM,Total,60-64,1,114
AM,Total,65-69,1,134
AM,Total,70-74,1,135
AM,Total,75-79,1,122
AM,Total,80-84,1,135
AM,Total,85-89,1,109
AM,Total,90+,1,118
AM,Total,0,2,105
AM,Total,1-4,2,21
AM,Total,5-9,2,11
AM,Total,10-14,2,11
AM,Total,15-19,2,40
AM,Total,20-24,2,62
AM,Total,25-29,2,66
AM,Total,30-34,2,40
AM,Total,35-39,2,57
AM,Total,40-44,2,58
AM,Total,45-49,2,67
AM,Total,50-54,2,75
AM,Total,55-59,2,108
AM,Total,60-64,2,103
AM,Total,65-69,2,121
AM,Total,70-74,2,118
AM,Total,75-79,2,125
AM,Total,80-84,2,117
AM,Total,85-89,2,110
AM,Total,90+,2,103
AM,Total,0,3,84
AM,Total,1-4,3,24
AM,Total,5-9,3,14
AM,Total,10-14,3,7
AM,Total,15-19,3,38
AM,Total,20-24,3,54
AM,Total,25-29,3,42
AM,Total,30-34,3,43
AM,Total,35-39,3,59
AM,Total,40-44,3,70
AM,Total,45-49,3,64
AM,Total,50-54,3,87
AM,Total,55-59,3,87
AM,Total,60-64,3,120
AM,Total,65-69,3,133
AM,Total,70-74,3,127
AM,Total,75-79,3,157
AM,Total,80-84,3,117
AM,Total,85-89,3,97
AM,Total,90+,3,108
AM,Total,0,4,83
AM,Total,1-4,4,15
AM,Total,5-9,4,6
AM,Total,10-14,4,7
AM,Total,15-19,4,37
AM,Total,20-24,4,48
AM,Total,25-29,4,55
AM,Total,30-34,4,69
AM,Total,35-39,4,89
AM,Total,40-44,4,119
AM,Total,45-49,4,156
AM,Total,50-54,4,196
AM,Total,55-59,4,273
AM,Total,60-64,4,361
AM,Total,65-69,4,457
AM,Total,70-74,4,420
AM,Total,75-79,4,427
AM,Total,80-84,4,400
AM,Total,85-89,4,297
AM,Total,90+,4,251
AM,Total,0,5,76
AM,Total,1-4,5,17
AM,Total,5-9,5,9
AM,Total,10-14,5,17
AM,Total,15-19,5,31
AM,Total,20-24,5,62
AM,Total,25-29,5,59
AM,Total,30-34,5,74
AM,Total,35-39,5,97
AM,Total,40-44,5,123
AM,Total,45-49,5,161
AM,Total,50-54,5,151
AM,Total,55-59,5,245
AM,Total,60-64,5,332
AM,Total,65-69,5,419
AM,Total,70-74,5,397
AM,Total,75-79,5,428
AM,Total,80-84,5,391
AM,Total,85-89,5,271
AM,Total,90+,5,236
AM,Total,0,6,97
AM,Total,1-4,6,15
AM,Total,5-9,6,6
AM,Total,10-14,6,13
AM,Total,15-19,6,33
AM,Total,20-24,6,60
AM,Total,25-29,6,48
AM,Total,30-34,6,53
AM,Total,35-39,6,63
AM,Total,40-44,6,81
AM,Total,45-49,6,71
AM,Total,50-54,6,95
AM,Total,55-59,6,119
AM,Total,60-64,6,137
AM,Total,65-69,6,176
AM,Total,70-74,6,174
AM,Total,75-79,6,189
AM,Total,80-84,6,186
AM,Total,85-89,6,132
AM,Total,90+,6,151
AM,Total,0,7,87
AM,Total,1-4,7,11
AM,Total,5-9,7,7
AM,Total,10-14,7,9
AM,Total,15-19,7,34
AM,Total,20-24,7,53
AM,Total,25-29,7,53
AM,Total,30-34,7,47
AM,Total,35-39,7,59
AM,Total,40-44,7,75
AM,Total,45-49,7,73
AM,Total,50-54,7,78
AM,Total,55-59,7,125
AM,Total,60-64,7,138
AM,Total,65-69,7,144
AM,Total,70-74,7,175
AM,Total,75-79,7,144
AM,Total,80-84,7,150
AM,Total,85-89,7,106
AM,Total,90+,7,131
AM,Total,0,8,86
AM,Total,1-4,8,20
AM,Total,5-9,8,10
AM,Total,10-14,8,8
AM,Total,15-19,8,38
AM,Total,20-24,8,51
AM,Total,25-29,8,44
AM,Total,30-34,8,49
AM,Total,35-39,8,64
AM,Total,40-44,8,59
AM,Total,45-49,8,72
AM,Total,50-54,8,109
AM,Total,55-59,8,112
AM,Total,60-64,8,124
AM,Total,65-69,8,161
AM,Total,70-74,8,144
AM,Total,75-79,8,148
AM,Total,80-84,8,142
AM,Total,85-89,8,102
AM,Total,90+,8,123
AM,Total,0,9,78
AM,Total,1-4,9,13
AM,Total,5-9,9,9
AM,Total,10-14,9,13
AM,Total,15-19,9,45
AM,Total,20-24,9,62
AM,Total,25-29,9,57
AM,Total,30-34,9,49
AM,Total,35-39,9,73
AM,Total,40-44,9,77
AM,Total,45-49,9,78
AM,Total,50-54,9,92
AM,Total,55-59,9,125
AM,Total,60-64,9,119
AM,Total,65-69,9,156
AM,Total,70-74,9,152
AM,Total,75-79,9,152
AM,Total,80-84,9,129
AM,Total,85-89,9,113
AM,Total,90+,9,98
AM,Total,0,10,74
AM,Total,1-4,10,12
AM,Total,5-9,10,8
AM,Total,10-14,10,13
AM,Total,15-19,10,33
AM,Total,20-24,10,46
AM,Total,25-29,10,66
AM,Total,30-34,10,42
AM,Total,35-39,10,52
AM,Total,40-44,10,78
AM,Total,45-49,10,87
AM,Total,50-54,10,86
AM,Total,55-59,10,137
AM,Total,60-64,10,132
AM,Total,65-69,10,197
AM,Total,70-74,10,171
AM,Total,75-79,10,179
AM,Total,80-84,10,161
AM,Total,85-89,10,135
AM,Total,90+,10,101
AM,Total,0,11,76
AM,Total,1-4,11,8
AM,Total,5-9,11,8
AM,Total,10-14,11,13
AM,Total,15-19,11,38
AM,Total,20-24,11,46
AM,Total,25-29,11,62
AM,Total,30-34,11,52
AM,Total,35-39,11,51
AM,Total,40-44,11,68
AM,Total,45-49,11,57
AM,Total,50-54,11,80
AM,Total,55-59,11,133
AM,Total,60-64,11,154
AM,Total,65-69,11,146
AM,Total,70-74,11,184
AM,Total,75-79,11,159
AM,Total,80-84,11,163
AM,Total,85-89,11,95
AM,Total,90+,11,108
AM,Total,0,12,104
AM,Total,1-4,12,24
AM,Total,5-9,12,7
AM,Total,10-14,12,11
AM,Total,15-19,12,45
AM,Total,20-24,12,77
AM,Total,25-29,12,50
AM,Total,30-34,12,69
AM,Total,35-39,12,61
AM,Total,40-44,12,80
AM,Total,45-49,12,109
AM,Total,50-54,12,120
AM,Total,55-59,12,148
AM,Total,60-64,12,163
AM,Total,65-69,12,191
AM,Total,70-74,12,211
AM,Total,75-79,12,171
AM,Total,80-84,12,180
AM,Total,85-89,12,125
AM,Total,90+,12,159
RR,Total,0,1,28
RR,Total,1-4,1,5
RR,Total,5-9,1,3
RR,Total,10-14,1,4
RR,Total,15-19,1,10
RR,Total,20-24,1,5
RR,Total,25-29,1,10
RR,Total,30-34,1,11
RR,Total,35-39,1,9
RR,Total,40-44,1,11
RR,Total,45-49,1,19
RR,Total,50-54,1,19
RR,Total,55-59,1,18
RR,Total,60-64,1,14
RR,Total,65-69,1,20
RR,Total,70-74,1,16
RR,Total,75-79,1,19
RR,Total,80-84,1,20
RR,Total,85-89,1,9
RR,Total,90+,1,10
RR,Total,0,2,25
RR,Total,1-4,2,4
RR,Total,10-14,2,1
RR,Total,15-19,2,8
RR,Total,20-24,2,12
RR,Total,25-29,2,4
RR,Total,30-34,2,7
RR,Total,35-39,2,7
RR,Total,40-44,2,10
RR,Total,45-49,2,9
RR,Total,50-54,2,8
RR,Total,55-59,2,10
RR,Total,60-64,2,11
RR,Total,65-69,2,16
RR,Total,70-74,2,14
RR,Total,75-79,2,17
RR,Total,80-84,2,16
RR,Total,85-89,2,10
RR,Total,90+,2,12
RR,Total,0,3,22
RR,Total,1-4,3,1
RR,Total,5-9,3,1
RR,Total,10-14,3,3
RR,Total,15-19,3,4
RR,Total,20-24,3,12
RR,Total,25-29,3,9
RR,Total,30-34,3,8
RR,Total,35-39,3,10
RR,Total,40-44,3,11
RR,Total,45-49,3,19
RR,Total,50-54,3,10
RR,Total,55-59,3,21
RR,Total,60-64,3,21
RR,Total,65-69,3,17
RR,Total,70-74,3,28
RR,Total,75-79,3,17
RR,Total,80-84,3,15
RR,Total,85-89,3,14
RR,Total,90+,3,12
RR,Total,0,4,19
RR,Total,1-4,4,2
RR,Total,5-9,4,1
RR,Total,10-14,4,1
RR,Total,15-19,4,7
RR,Total,20-24,4,5
RR,Total,25-29,4,8
RR,Total,30-34,4,7
RR,Total,35-39,4,5
RR,Total,40-44,4,13
RR,Total,45-49,4,12
RR,Total,50-54,4,16
RR,Total,55-59,4,17
RR,Total,60-64,4,13
RR,Total,65-69,4,23
RR,Total,70-74,4,17
RR,Total,75-79,4,17
RR,Total,80-84,4,16
RR,Total,85-89,4,5
RR,Total,90+,4,13
RR,Total,0,5,25
RR,Total,1-4,5,3
RR,Total,5-9,5,4
RR,Total,10-14,5,6
RR,Total,15-19,5,10
RR,Total,20-24,5,8
RR,Total,25-29,5,13
RR,Total,30-34,5,10
RR,Total,35-39,5,21
RR,Total,40-44,5,20
RR,Total,45-49,5,23
RR,Total,50-54,5,24
RR,Total,55-59,5,29
